age,workclass,education-num,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,us-native,income
20,Private,10,Never-married,Sales,White,Female,0,0,30,1,0
72,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,20051,0,48,1,1
72,Private,10,Married-civ-spouse,Craft-repair,White,Male,2653,0,40,1,0
37,Private,15,Married-civ-spouse,Other-service,White,Female,0,0,60,1,1
54,Private,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,1
48,Private,9,Married-civ-spouse,Tech-support,White,Male,0,0,40,1,0
40,Private,10,Divorced,Sales,White,Female,0,0,20,1,0
35,Private,9,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,1,0
41,Private,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,60,0,1
52,Private,10,Married-civ-spouse,Prof-specialty,Black,Male,0,0,56,1,1
37,Private,9,Divorced,Sales,White,Male,0,0,75,1,0
22,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,30,1,0
59,Private,10,Never-married,Adm-clerical,White,Female,0,0,40,0,0
34,Private,10,Never-married,Tech-support,Black,Female,0,0,40,1,0
42,Self-emp-not-inc,13,Divorced,Prof-specialty,White,Female,0,0,30,1,0
21,Private,9,Never-married,Other-service,White,Female,0,0,40,1,0
40,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,0,45,0,0
32,Private,13,Never-married,Adm-clerical,White,Female,0,0,40,1,0
32,Private,13,Never-married,Machine-op-inspct,White,Male,0,0,40,1,0
46,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,35,0,0
21,Private,10,Never-married,Exec-managerial,White,Female,0,0,20,1,0
47,Self-emp-not-inc,10,Divorced,Other-service,White,Male,0,0,30,1,0
53,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,47,1,1
31,Private,13,Married-civ-spouse,Sales,White,Male,7688,0,55,1,1
39,Private,12,Never-married,Adm-clerical,White,Male,0,0,20,1,0
50,Private,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,0,0,30,1,0
21,Private,10,Never-married,Other-service,White,Male,0,0,35,1,0
39,Private,14,Married-civ-spouse,Sales,White,Male,0,1977,55,1,1
20,Private,10,Never-married,Transport-moving,White,Male,0,0,23,1,0
33,Private,9,Never-married,Transport-moving,White,Male,0,0,60,1,0
74,Self-emp-not-inc,12,Married-civ-spouse,Exec-managerial,White,Male,0,0,30,1,1
25,Private,10,Divorced,Craft-repair,White,Male,0,0,40,1,0
31,Private,9,Never-married,Handlers-cleaners,White,Male,0,0,50,1,0
27,Private,10,Never-married,Adm-clerical,White,Female,0,0,60,0,0
31,Private,7,Married-civ-spouse,Farming-fishing,White,Male,0,0,55,1,1
48,Private,14,Divorced,Prof-specialty,White,Female,0,0,40,1,0
73,Private,9,Widowed,Sales,White,Female,0,0,3,1,0
30,Private,9,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,0
53,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,0,1
37,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,1,1
19,Private,10,Never-married,Adm-clerical,White,Female,0,1719,25,1,0
53,Private,8,Married-civ-spouse,Transport-moving,White,Male,5013,0,45,1,0
59,Self-emp-inc,15,Divorced,Prof-specialty,White,Male,13550,0,40,1,1
39,Private,13,Divorced,Adm-clerical,White,Female,0,0,40,1,0
23,Private,13,Never-married,Adm-clerical,Black,Female,0,0,38,1,0
26,Private,13,Never-married,Adm-clerical,White,Male,0,2205,43,1,0
56,Self-emp-not-inc,10,Married-civ-spouse,Other-service,White,Male,0,0,40,1,0
90,Private,10,Never-married,Adm-clerical,White,Female,0,1944,12,1,0
35,Private,9,Married-civ-spouse,Transport-moving,White,Female,0,1902,28,1,1
23,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
52,Private,5,Divorced,Transport-moving,White,Male,0,0,40,1,0
43,Federal-gov,9,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,1,1
41,Private,9,Separated,Other-service,White,Female,0,0,15,1,0
39,Private,10,Never-married,Sales,White,Male,0,0,40,1,0
56,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,1
31,Private,10,Divorced,Exec-managerial,White,Female,0,0,50,1,0
37,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,45,1,0
26,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,1,1
46,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,0,0,60,1,1
20,Private,6,Never-married,Sales,White,Female,0,0,30,0,0
51,Private,13,Married-civ-spouse,Other-service,White,Male,0,0,40,1,1
42,Private,10,Married-civ-spouse,Sales,White,Male,5178,0,40,1,1
29,Private,9,Married-civ-spouse,Other-service,White,Female,0,1902,35,1,1
62,Private,8,Never-married,Craft-repair,White,Male,0,0,40,1,0
35,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
52,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,0,1
64,Self-emp-not-inc,2,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0,0
28,Private,11,Never-married,Tech-support,White,Male,0,0,55,1,0
71,Private,13,Married-civ-spouse,Prof-specialty,Black,Male,9386,0,50,1,1
33,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,0,56,1,0
36,Private,4,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,0,0
67,Self-emp-not-inc,14,Divorced,Sales,Other,Male,0,0,40,1,0
26,Private,7,Married-civ-spouse,Transport-moving,White,Male,0,0,35,1,0
41,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,65,1,1
35,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,50,1,0
63,Self-emp-not-inc,2,Married-civ-spouse,Other-service,White,Male,0,0,25,1,0
27,Private,9,Married-civ-spouse,Other-service,White,Male,0,0,40,0,0
41,Private,7,Never-married,Machine-op-inspct,Black,Male,0,0,40,1,0
30,Private,10,Never-married,Adm-clerical,White,Female,0,0,44,1,0
27,Private,6,Never-married,Handlers-cleaners,White,Male,0,0,40,0,0
55,Private,10,Divorced,Sales,White,Male,0,0,65,1,1
25,Private,13,Never-married,Prof-specialty,White,Male,0,0,40,1,0
33,Private,9,Never-married,Machine-op-inspct,White,Male,0,0,40,1,0
35,Private,11,Married-civ-spouse,Tech-support,White,Male,0,0,40,1,0
39,Private,10,Married-civ-spouse,Transport-moving,White,Male,0,0,43,1,1
32,Self-emp-inc,10,Married-civ-spouse,Sales,White,Male,0,0,99,1,1
50,Private,16,Never-married,Exec-managerial,White,Male,13550,0,50,1,1
39,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
39,Private,10,Divorced,Craft-repair,Black,Male,0,0,24,1,0
46,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,5013,0,50,1,0
53,Private,9,Married-civ-spouse,Protective-serv,White,Male,0,0,40,1,0
68,Private,15,Widowed,Prof-specialty,White,Male,0,0,60,1,1
45,Private,10,Divorced,Adm-clerical,White,Male,0,0,50,1,0
42,Private,16,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,0,1
67,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,0,0,50,1,1
74,Private,6,Married-civ-spouse,Protective-serv,White,Male,0,1411,40,1,0
20,Local-gov,10,Never-married,Adm-clerical,White,Female,0,0,20,1,0
52,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
21,Local-gov,7,Never-married,Other-service,Black,Male,0,0,25,1,0
33,Private,4,Never-married,Handlers-cleaners,White,Male,0,0,40,1,0
32,Private,6,Divorced,Machine-op-inspct,White,Female,0,0,40,0,0
43,Private,10,Married-civ-spouse,Sales,White,Male,0,0,35,1,0
67,Private,9,Divorced,Adm-clerical,White,Female,0,0,15,1,0
39,Private,6,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
27,Private,9,Never-married,Machine-op-inspct,White,Male,0,0,40,1,0
30,Private,4,Never-married,Other-service,White,Female,0,0,30,0,0
44,Private,11,Married-civ-spouse,Tech-support,White,Male,0,0,40,1,1
23,Private,11,Never-married,Craft-repair,White,Male,0,0,40,1,0
42,Private,9,Divorced,Farming-fishing,White,Male,0,0,50,1,0
39,Self-emp-not-inc,3,Married-civ-spouse,Farming-fishing,White,Male,0,0,50,0,0
44,Private,13,Divorced,Sales,White,Male,0,0,40,1,1
52,Local-gov,14,Never-married,Prof-specialty,White,Female,0,0,50,1,0
17,Private,7,Never-married,Other-service,White,Male,0,0,40,1,0
44,Self-emp-not-inc,9,Divorced,Craft-repair,White,Male,0,0,45,1,0
23,Self-emp-not-inc,13,Never-married,Exec-managerial,White,Female,0,0,40,1,0
52,Federal-gov,13,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,1
58,Private,9,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
31,Private,11,Married-civ-spouse,Tech-support,White,Female,0,0,38,1,1
26,Private,10,Divorced,Exec-managerial,White,Male,0,0,40,1,0
33,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,White,Male,2829,0,70,1,0
21,Private,6,Never-married,Machine-op-inspct,White,Male,0,0,40,1,0
48,Private,10,Divorced,Sales,White,Male,0,0,40,1,1
21,Private,9,Never-married,Other-service,Black,Male,0,0,36,1,0
21,Private,10,Never-married,Sales,White,Female,0,0,50,1,0
41,Self-emp-inc,15,Never-married,Prof-specialty,White,Female,0,0,60,1,1
54,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,1,1
38,Private,12,Never-married,Sales,White,Female,0,0,45,1,0
37,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,42,1,0
64,Private,13,Divorced,Adm-clerical,White,Female,0,0,40,1,0
56,Private,10,Married-civ-spouse,Exec-managerial,White,Female,0,0,50,1,0
41,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
42,Private,10,Married-civ-spouse,Sales,White,Male,0,0,60,1,1
53,State-gov,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
37,Private,9,Divorced,Craft-repair,White,Male,0,0,38,1,0
60,Federal-gov,9,Widowed,Adm-clerical,White,Male,0,0,40,1,0
35,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,1,1
70,Private,10,Married-civ-spouse,Sales,White,Male,20051,0,65,1,1
44,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,1
50,Private,4,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
58,Private,9,Divorced,Adm-clerical,White,Female,0,0,40,0,0
46,Private,9,Divorced,Adm-clerical,White,Male,0,0,40,0,0
29,Private,8,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
26,Private,13,Never-married,Exec-managerial,White,Male,0,0,60,1,0
33,Local-gov,10,Separated,Other-service,Black,Female,0,0,35,1,0
42,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,1902,50,1,1
24,Private,9,Never-married,Craft-repair,White,Male,0,0,45,1,0
17,Private,7,Never-married,Sales,White,Female,0,0,8,1,0
35,Private,12,Married-civ-spouse,Craft-repair,White,Male,0,0,60,1,0
37,Federal-gov,9,Never-married,Adm-clerical,White,Male,0,0,40,1,1
59,Private,12,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
27,Private,5,Never-married,Handlers-cleaners,White,Male,0,0,10,1,0
38,Federal-gov,14,Never-married,Exec-managerial,White,Female,0,0,55,0,0
47,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
42,Private,5,Never-married,Farming-fishing,White,Male,0,0,40,0,0
40,Federal-gov,13,Divorced,Prof-specialty,Black,Female,0,1741,40,1,0
21,Private,10,Never-married,Other-service,White,Female,0,0,40,1,0
36,Self-emp-not-inc,13,Never-married,Sales,White,Male,0,0,50,1,0
46,Private,7,Widowed,Machine-op-inspct,White,Male,0,0,20,1,0
31,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,0
29,Private,9,Divorced,Machine-op-inspct,White,Male,0,0,50,1,0
50,Self-emp-not-inc,6,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,1,0
46,Private,13,Divorced,Sales,Black,Male,0,0,40,1,0
31,Private,9,Divorced,Adm-clerical,White,Female,0,0,40,1,0
36,Private,14,Never-married,Prof-specialty,White,Female,0,1408,40,1,0
59,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,1
30,Private,13,Divorced,Sales,White,Male,27828,0,40,1,1
27,Private,10,Never-married,Machine-op-inspct,White,Male,0,0,40,1,0
44,Private,10,Divorced,Handlers-cleaners,Black,Male,0,0,40,1,0
34,Private,9,Separated,Craft-repair,Black,Male,0,0,40,1,0
58,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,1,0
36,Private,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,1
42,State-gov,9,Divorced,Protective-serv,White,Female,0,0,40,1,0
25,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
18,Private,10,Never-married,Sales,Black,Male,0,0,20,1,0
55,Private,3,Never-married,Transport-moving,Black,Male,0,0,40,1,0
55,Private,7,Married-civ-spouse,Machine-op-inspct,Black,Male,5013,0,48,1,0
31,Private,12,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,1,0
33,Private,9,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,0,0
65,Local-gov,9,Widowed,Exec-managerial,White,Female,0,0,40,1,0
18,Private,9,Never-married,Sales,White,Male,0,0,35,1,0
23,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,1,0
22,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,50,1,0
61,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,0,15,1,0
40,Private,11,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
51,Private,10,Never-married,Exec-managerial,Black,Female,0,0,40,1,0
25,Private,9,Never-married,Other-service,Black,Male,0,0,40,1,0
63,Local-gov,13,Widowed,Adm-clerical,Asian-Pac-Islander,Female,0,0,35,0,0
17,Private,7,Never-married,Sales,White,Female,0,0,20,1,0
54,Self-emp-not-inc,14,Divorced,Tech-support,White,Female,0,0,20,1,0
45,Local-gov,12,Divorced,Exec-managerial,White,Male,0,0,47,1,0
28,State-gov,9,Never-married,Prof-specialty,Black,Female,0,0,40,1,0
24,Private,10,Never-married,Machine-op-inspct,White,Male,0,0,40,1,0
70,Private,13,Widowed,Sales,White,Male,0,0,30,1,0
46,Private,16,Married-civ-spouse,Sales,White,Male,0,0,40,1,1
51,Local-gov,5,Widowed,Other-service,White,Female,0,0,45,0,0
58,Private,9,Divorced,Exec-managerial,White,Female,0,0,40,1,0
26,Private,13,Never-married,Prof-specialty,White,Male,0,0,37,1,0
38,Private,10,Married-civ-spouse,Craft-repair,White,Male,3103,0,40,1,1
45,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,50,1,0
43,Private,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
55,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,1,0
38,Private,7,Widowed,Craft-repair,White,Male,0,0,40,1,0
19,Private,9,Married-civ-spouse,Sales,White,Male,3781,0,40,1,0
66,Private,13,Divorced,Exec-managerial,White,Female,0,0,40,1,0
34,Private,13,Never-married,Sales,White,Female,0,0,50,1,0
35,Private,7,Separated,Transport-moving,Black,Male,0,0,40,1,0
34,Private,13,Married-civ-spouse,Tech-support,White,Male,0,0,48,1,1
55,Private,10,Married-civ-spouse,Other-service,White,Male,0,1977,35,1,1
43,Federal-gov,11,Divorced,Handlers-cleaners,Black,Male,0,1726,40,1,0
66,Private,9,Widowed,Craft-repair,White,Male,0,0,40,1,0
42,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,1,1
55,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,2415,50,1,1
43,Private,13,Married-civ-spouse,Prof-specialty,White,Male,5178,0,40,1,1
33,Private,6,Never-married,Other-service,White,Male,0,0,40,1,0
50,Private,10,Divorced,Exec-managerial,White,Female,0,0,40,1,0
38,Private,9,Divorced,Handlers-cleaners,White,Male,0,0,40,1,0
46,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,46,1,0
38,Private,13,Married-civ-spouse,Adm-clerical,White,Male,0,0,45,1,1
45,Self-emp-not-inc,11,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,1,0
30,Private,6,Married-civ-spouse,Craft-repair,White,Male,0,0,45,1,0
56,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,1,1
29,Private,10,Married-civ-spouse,Machine-op-inspct,Other,Male,0,2415,40,0,1
34,Private,9,Divorced,Exec-managerial,White,Female,0,0,50,1,0
58,Local-gov,10,Widowed,Adm-clerical,White,Female,0,0,25,1,0
47,Local-gov,13,Married-civ-spouse,Adm-clerical,White,Female,7688,0,40,1,1
62,Private,13,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
24,Private,9,Never-married,Handlers-cleaners,Black,Female,0,0,40,1,0
49,Private,9,Divorced,Tech-support,White,Male,0,0,40,1,0
40,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Male,7298,0,50,1,1
17,Private,7,Never-married,Other-service,White,Male,0,0,14,0,0
36,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,45,1,0
73,Private,9,Widowed,Sales,White,Female,0,0,7,1,0
26,State-gov,13,Never-married,Adm-clerical,White,Female,0,0,20,1,0
63,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,10,1,0
21,Local-gov,9,Never-married,Other-service,White,Female,0,0,22,1,0
20,Private,9,Never-married,Sales,White,Male,0,0,45,1,0
40,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
36,Private,10,Never-married,Craft-repair,White,Male,0,0,50,1,0
55,Federal-gov,9,Widowed,Adm-clerical,White,Female,0,0,40,1,0
39,Private,13,Married-civ-spouse,Sales,White,Male,0,0,45,1,1
40,Private,9,Divorced,Craft-repair,White,Male,0,0,40,1,0
18,Private,6,Never-married,Sales,White,Male,0,0,40,1,0
42,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,60,1,0
49,Private,10,Divorced,Adm-clerical,Black,Female,0,0,40,1,0
26,Private,10,Never-married,Sales,Asian-Pac-Islander,Female,0,0,35,0,0
18,Private,10,Never-married,Machine-op-inspct,White,Female,0,0,23,1,0
57,Private,12,Widowed,Adm-clerical,White,Female,0,0,40,1,0
35,Self-emp-not-inc,9,Divorced,Machine-op-inspct,White,Male,0,0,40,1,0
21,Private,6,Never-married,Craft-repair,White,Male,0,0,50,1,0
43,Private,7,Divorced,Farming-fishing,White,Male,0,0,80,1,0
32,Private,13,Separated,Tech-support,Black,Male,0,0,40,1,0
23,Private,10,Never-married,Sales,White,Female,0,0,30,1,0
59,Private,9,Separated,Adm-clerical,White,Female,0,0,40,1,0
50,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,1887,36,1,1
47,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,0,20,1,1
36,Private,9,Divorced,Machine-op-inspct,White,Female,0,0,40,1,0
35,State-gov,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,0,1
24,Private,9,Never-married,Protective-serv,Other,Male,0,0,40,1,0
22,Private,9,Never-married,Handlers-cleaners,White,Male,0,0,40,1,0
67,Self-emp-not-inc,13,Widowed,Sales,White,Male,0,0,30,1,0
44,Local-gov,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
34,Private,6,Married-civ-spouse,Transport-moving,White,Male,0,0,80,1,0
24,Private,10,Never-married,Sales,White,Male,0,0,40,1,0
46,Local-gov,13,Divorced,Craft-repair,White,Male,0,0,40,1,0
41,Private,9,Divorced,Handlers-cleaners,White,Female,2597,0,40,1,0
66,Private,9,Married-civ-spouse,Other-service,White,Male,0,0,34,1,0
21,Private,9,Married-civ-spouse,Sales,White,Female,0,0,38,1,0
25,Private,7,Married-spouse-absent,Sales,Asian-Pac-Islander,Male,0,0,35,0,0
31,Private,2,Never-married,Transport-moving,Other,Male,0,0,40,0,0
51,State-gov,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
33,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,1,1
24,Private,13,Never-married,Prof-specialty,White,Male,0,0,20,1,0
31,Federal-gov,12,Never-married,Adm-clerical,Black,Female,0,0,40,1,0
31,Private,13,Married-civ-spouse,Sales,White,Male,0,1977,45,1,1
54,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,0,0
49,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,1,0
59,Private,9,Never-married,Craft-repair,White,Female,0,0,35,1,0
76,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,White,Male,0,0,28,1,0
32,Private,16,Divorced,Prof-specialty,White,Male,0,0,40,1,1
47,Self-emp-not-inc,9,Separated,Sales,White,Female,0,0,35,1,0
70,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,0,0,15,1,0
41,Private,11,Married-civ-spouse,Tech-support,White,Male,0,0,40,1,1
46,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0,0
36,State-gov,9,Never-married,Protective-serv,Asian-Pac-Islander,Female,0,0,40,1,0
44,Private,13,Married-civ-spouse,Exec-managerial,White,Female,0,0,45,1,1
32,Self-emp-not-inc,9,Never-married,Craft-repair,White,Male,0,0,40,0,0
56,Private,9,Widowed,Other-service,White,Female,0,0,40,0,0
38,Private,12,Married-civ-spouse,Tech-support,White,Male,0,0,56,1,1
74,Private,9,Widowed,Other-service,White,Female,0,0,28,1,0
19,Private,10,Never-married,Prof-specialty,White,Female,0,0,20,1,0
74,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,2653,0,12,1,0
32,Private,9,Married-spouse-absent,Other-service,Other,Male,0,0,40,0,0
31,Private,8,Married-civ-spouse,Prof-specialty,White,Male,0,0,55,1,0
24,Private,13,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
46,Private,13,Divorced,Exec-managerial,White,Male,0,0,40,0,1
27,Private,9,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,1,0
56,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,1902,55,1,1
40,Private,13,Married-civ-spouse,Tech-support,White,Female,0,0,20,1,0
67,State-gov,9,Married-civ-spouse,Exec-managerial,White,Male,3456,0,35,1,0
45,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,45,0,0
36,Federal-gov,13,Never-married,Exec-managerial,White,Female,0,0,40,1,0
47,Private,14,Divorced,Prof-specialty,White,Female,0,0,40,1,1
61,Private,13,Married-civ-spouse,Exec-managerial,White,Male,7688,0,40,1,1
50,Private,9,Married-civ-spouse,Transport-moving,White,Male,3103,0,40,1,1
43,Private,10,Never-married,Handlers-cleaners,Black,Male,0,0,40,1,0
69,Private,13,Married-civ-spouse,Sales,White,Male,10605,0,50,1,1
32,Private,13,Never-married,Exec-managerial,White,Male,0,0,50,1,0
45,Private,10,Divorced,Adm-clerical,White,Female,0,0,40,1,0
32,Private,3,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,48,1,0
51,Federal-gov,9,Divorced,Adm-clerical,White,Female,0,1980,40,1,0
38,Self-emp-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,0,50,1,1
36,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,55,1,1
42,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
24,Private,9,Never-married,Craft-repair,White,Male,0,0,40,1,0
50,Private,14,Married-civ-spouse,Prof-specialty,White,Female,0,0,38,1,0
36,Private,12,Divorced,Sales,White,Female,0,0,40,1,1
31,Private,10,Divorced,Machine-op-inspct,White,Female,0,0,55,1,1
33,Private,10,Married-civ-spouse,Craft-repair,White,Female,0,0,40,1,0
37,Private,4,Married-civ-spouse,Machine-op-inspct,Black,Male,7298,0,35,0,1
26,Private,10,Never-married,Exec-managerial,White,Female,0,0,40,1,0
43,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,99,1,0
46,Private,10,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
22,Private,9,Never-married,Other-service,Black,Female,0,0,40,1,0
45,Private,14,Divorced,Prof-specialty,White,Female,0,2258,55,1,0
17,Private,7,Never-married,Sales,White,Female,0,0,15,0,0
23,Private,10,Never-married,Sales,White,Male,0,0,25,0,0
36,Private,13,Married-civ-spouse,Other-service,Other,Male,0,0,40,0,1
47,Private,10,Married-civ-spouse,Tech-support,White,Male,0,0,40,1,0
29,Private,14,Never-married,Exec-managerial,White,Male,0,0,45,1,0
39,Private,15,Divorced,Prof-specialty,White,Male,0,0,45,1,1
33,Private,11,Divorced,Sales,White,Male,0,0,25,1,0
30,Private,11,Married-civ-spouse,Exec-managerial,White,Female,0,0,52,1,0
22,Private,13,Never-married,Adm-clerical,White,Female,0,0,20,1,0
28,Private,10,Divorced,Craft-repair,White,Male,0,0,40,1,0
40,Private,9,Married-civ-spouse,Adm-clerical,White,Female,4064,0,12,1,0
29,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
28,Private,10,Never-married,Farming-fishing,White,Female,0,0,40,1,0
23,Private,10,Never-married,Craft-repair,White,Male,0,0,30,1,0
45,Private,6,Married-civ-spouse,Adm-clerical,Black,Male,0,0,40,1,0
48,Local-gov,14,Widowed,Prof-specialty,White,Female,0,0,44,1,0
47,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,1,1
48,Self-emp-not-inc,15,Married-civ-spouse,Sales,White,Male,0,0,20,1,0
25,Private,13,Married-civ-spouse,Prof-specialty,White,Female,0,1887,40,1,1
63,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,1,1
42,Private,9,Widowed,Exec-managerial,White,Female,0,0,40,1,0
33,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,1,1
30,Private,9,Never-married,Exec-managerial,White,Male,0,0,40,1,0
45,Self-emp-inc,14,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,0,1902,40,0,1
24,Private,11,Married-civ-spouse,Craft-repair,White,Female,0,0,40,1,0
34,Private,7,Never-married,Craft-repair,White,Female,0,0,30,1,0
27,Private,13,Never-married,Adm-clerical,Black,Female,0,0,40,1,0
31,Private,9,Never-married,Adm-clerical,White,Female,0,3770,37,0,0
44,Local-gov,13,Married-civ-spouse,Protective-serv,White,Male,0,0,56,1,0
27,Private,10,Never-married,Exec-managerial,White,Female,0,0,50,1,0
28,Private,9,Divorced,Sales,White,Female,0,0,35,1,0
40,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,2051,30,1,0
42,Private,13,Married-civ-spouse,Sales,White,Male,0,0,70,1,1
24,Private,13,Never-married,Adm-clerical,White,Male,0,0,15,1,0
56,Private,9,Never-married,Craft-repair,White,Male,0,0,40,1,0
43,Private,10,Divorced,Sales,White,Male,0,0,55,1,0
56,Private,9,Separated,Adm-clerical,Black,Female,0,0,40,1,0
20,Private,10,Never-married,Transport-moving,White,Male,0,0,60,1,0
52,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,55,1,0
50,Private,12,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0,1
29,Private,10,Never-married,Adm-clerical,White,Female,0,0,40,1,0
23,Private,10,Never-married,Adm-clerical,White,Male,0,0,50,1,0
