age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,us-native,income
52,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,36,1,1
62,Private,9,Widowed,Other-service,Other-relative,Black,Female,0,0,40,1,0
50,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,1,1
30,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,1,0
25,Private,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,1,0
19,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,27,1,0
58,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,1,1
28,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,1,0
33,Private,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,1,0
51,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,1,0
27,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1,0
26,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,1,0
19,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
32,Private,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,60,1,0
27,Private,9,Separated,Sales,Own-child,White,Male,0,0,40,1,0
50,Federal-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
29,Private,10,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,0,0
67,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1,0
53,Private,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,1,0
58,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1,0
47,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,1
30,Private,9,Never-married,Sales,Own-child,White,Male,0,0,40,0,0
45,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,32,1,0
41,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
26,Private,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,1,0
27,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,1,0
44,Private,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,1,0
72,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,1,0
24,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,0
34,Private,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,1,0
66,Self-emp-not-inc,7,Divorced,Other-service,Not-in-family,White,Female,0,0,40,1,1
35,Private,10,Divorced,Sales,Not-in-family,White,Male,0,1741,50,1,0
37,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1,0
65,Private,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,1,0
35,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,1,0
43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,0,0
46,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,1,1
17,Private,6,Never-married,Sales,Own-child,White,Female,0,0,10,1,0
48,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0,0
33,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,1,0
31,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,1,0
28,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
30,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,1,0
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,5,1,0
33,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,45,0,0
46,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1,1
50,State-gov,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,60,1,0
43,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,1,1
29,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,1,0
18,Private,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,1,0
47,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1,1
28,Private,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,1,0
60,Self-emp-not-inc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,1,0
25,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1,0
19,Private,9,Never-married,Protective-serv,Other-relative,White,Male,0,0,40,1,0
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1,0
41,Federal-gov,10,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,38,1,0
69,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,1,0
44,State-gov,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,1,1
49,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,1,1
31,Federal-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,53,1,0
36,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,0,1
33,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,1,0
35,Private,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,1,0
53,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1,1
32,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,1,1
26,Private,7,Never-married,Sales,Not-in-family,White,Male,0,0,45,1,0
40,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,1,0
35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1,1
52,Self-emp-not-inc,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,1,0
18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,1,0
58,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,1,1
26,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,0
33,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1,0
39,Private,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,1,0
47,Private,13,Never-married,Sales,Own-child,White,Male,0,0,40,1,0
33,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
28,Private,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,48,1,0
48,Local-gov,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,50,0,0
67,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,2174,40,1,1
22,Self-emp-not-inc,10,Never-married,Sales,Own-child,White,Male,0,0,20,1,0
62,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,4650,0,40,1,0
42,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,1,0
53,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,1,0
64,Local-gov,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,1,0
29,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,1,0
51,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,60,1,1
64,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,1,0
24,Private,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,1,1
47,Private,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,0
35,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,1
31,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
64,Private,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,1,0
38,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,1,1
42,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,1
46,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
37,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,1,0
30,Private,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,1,0
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
52,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,1,0
21,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,60,1,0
48,Federal-gov,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,1,0
22,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,1,0
20,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,1,0
80,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,40,1,1
47,Local-gov,12,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,1,0
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,1,1
37,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1,1
73,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,1,0
45,Private,9,Never-married,Other-service,Other-relative,White,Female,0,0,30,1,0
34,Private,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,63,1,0
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
41,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,1,1
36,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,0,0
40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,40,1,1
27,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1,0
52,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,0,1
45,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,1,0
39,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,1,1
43,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
20,Private,10,Never-married,Sales,Own-child,White,Male,0,0,20,1,0
38,Private,16,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,27828,0,60,0,1
30,Private,7,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,1,0
30,Private,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,1,0
59,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,24,1,0
30,Federal-gov,10,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,1,0
43,Self-emp-inc,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,42,1,0
49,Self-emp-not-inc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,1,0
40,Private,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,0,0
34,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,23,1,0
47,Private,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,1,0
57,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,40,1,0
64,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,50,1,1
35,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,1,0
39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,1,1
30,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,0
71,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,6514,0,40,1,1
29,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
40,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1,1
39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1,0
53,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,1
50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1,0
50,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,1,0
28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0,0
70,Self-emp-inc,13,Widowed,Farming-fishing,Unmarried,White,Female,0,0,6,1,0
44,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1,0
41,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,1,0
27,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
19,Private,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,1,0
18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,25,1,0
20,Private,10,Never-married,Sales,Own-child,Black,Female,0,0,15,1,0
33,Private,10,Married-spouse-absent,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,1602,40,1,0
53,Self-emp-inc,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,1,1
56,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
18,Private,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,20,1,0
54,State-gov,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,37,1,0
40,Private,4,Never-married,Other-service,Not-in-family,White,Male,0,0,20,1,0
45,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,1,0
27,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,1,0
48,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,1,1
27,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,1,0
27,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,1,0
22,Private,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,1,0
29,Private,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,1,0
25,State-gov,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,1,0
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,1
36,Self-emp-inc,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
57,Private,9,Widowed,Tech-support,Not-in-family,Black,Female,0,0,54,1,0
28,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1,0
34,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,1,0
58,Private,9,Widowed,Tech-support,Unmarried,White,Female,0,0,38,1,0
37,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,1,1
61,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,1
48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,1,1
64,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,15,1,0
50,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,1,0
34,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,0,0
59,Self-emp-not-inc,9,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,1,0
75,State-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,10,1,0
30,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1,0
26,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,2885,0,40,1,0
20,Private,9,Never-married,Sales,Own-child,Black,Female,0,0,20,1,0
53,Federal-gov,10,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,40,1,0
48,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,1,1
33,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,1,0
47,State-gov,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,1,0
51,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,1,0
54,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,0
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1,1
47,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,1,0
34,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1,1
31,Self-emp-not-inc,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,1,0
42,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,90,1,1
24,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,1,0
79,Private,4,Widowed,Other-service,Unmarried,Black,Male,0,0,5,1,0
38,Private,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,1,0
67,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,40,1,1
25,Private,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,1,0
47,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0,0
47,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,1,1
46,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,1,0
26,Private,9,Married-civ-spouse,Sales,Husband,White,Male,5013,0,38,1,0
32,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0,0
26,Federal-gov,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,20,0,0
52,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,1,0
61,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,0
46,Federal-gov,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,1,0
41,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
48,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1,0
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1,1
47,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1,0
33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0,0
22,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,10,1,0
57,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,1,1
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,30,1,0
64,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
36,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1,0
40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
40,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,1,0
31,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,42,1,0
32,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,1,0
42,Private,3,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,1,0
25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,3325,0,40,1,0
27,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,1,0
47,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,1,1
56,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
31,Private,10,Divorced,Other-service,Own-child,White,Female,0,0,35,1,0
29,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,50,1,1
17,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,40,1,0
38,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,1579,40,0,0
31,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1,1
23,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,1,0
24,Private,13,Never-married,Other-service,Own-child,White,Female,0,0,30,1,0
25,Private,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,55,1,0
44,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,1,0
48,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,1,0
35,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
35,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,1,0
38,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,0,0
68,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1844,10,1,0
59,Private,9,Divorced,Other-service,Unmarried,Black,Female,0,0,35,0,0
43,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,1,0
28,Private,10,Never-married,Sales,Own-child,Black,Male,0,0,40,1,0
50,Self-emp-not-inc,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,1,0
45,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,0,0
17,Private,7,Never-married,Sales,Own-child,White,Female,0,0,16,1,0
44,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,33,1,1
26,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
27,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,49,1,0
40,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,1,1
45,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,1,0
43,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,1,1
28,Private,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,0,0
54,Self-emp-not-inc,10,Never-married,Other-service,Unmarried,White,Female,2176,0,40,1,0
43,Private,13,Divorced,Exec-managerial,Unmarried,Black,Female,7430,0,45,1,1
40,Self-emp-inc,13,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,40,0,1
19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,18,1,0
24,Private,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,45,1,0
20,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,1,0
55,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,54,1,0
39,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1,0
22,Private,12,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,2205,30,0,0
44,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,1,1
30,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
74,Private,9,Widowed,Sales,Unmarried,White,Female,0,0,26,1,0
30,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
31,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,0,0
59,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,1,0
24,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,1,0
21,Private,3,Never-married,Farming-fishing,Not-in-family,White,Male,2176,0,36,0,0
51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,1,1
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,1,0
51,Self-emp-not-inc,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,0,1
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,15,1,0
59,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
31,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,1,0
39,Private,10,Separated,Craft-repair,Unmarried,White,Male,0,0,45,1,0
31,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,1,0
57,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
35,Self-emp-not-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,65,0,0
40,State-gov,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,0,1
17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,20,1,0
34,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,1,0
33,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1,1
47,Self-emp-not-inc,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,5,1,0
49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,1,1
24,Private,13,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,20,1,0
28,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,1,0
30,Local-gov,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40,1,0
31,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,1,0
40,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1,0
46,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1,0
54,Local-gov,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,2001,35,1,0
50,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,48,1,0
35,Private,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,1,0
44,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,1,0
46,State-gov,10,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,50,0,0
22,State-gov,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,1,0
38,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,1,0
46,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,8614,0,50,1,1
81,Private,4,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,1,0
36,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,1,0
28,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,1
51,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3464,0,48,1,0
45,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,1,0
40,Private,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
44,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,1,1
35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,1,0
34,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
25,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,1,0
66,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,1,0
30,Local-gov,13,Never-married,Tech-support,Not-in-family,White,Male,3325,0,35,1,0
40,Self-emp-not-inc,5,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,1,0
